TYPE: TOPSTPTW
NODES: 175
TOURS: 4
T_MAX: 3690
ID X Y PROFIT BETA windowStart windowEnd
142 1323 280 83 0.001175 265 2427
143 3447 1830 67 0.004325 876 1940
144 2936 337 43 0.003425 263 1882
145 1621 1830 41 0.002975 272 1089
146 3373 1646 79 0.004775 259 1294
147 1393 1368 71 0.000725 764 2313
148 3874 1318 72 0.003200 692 1532
149 938 955 13 0.003425 1624 1908
150 3022 474 86 0.004100 833 1853
151 2482 1183 75 0.001625 402 555
152 3854 923 17 0.004325 1515 1626
153 376 825 41 0.000725 394 1021
154 2519 135 54 0.003650 19 1376
155 2945 1622 77 0.002075 793 1621
156 953 268 61 0.000725 945 2861
157 2628 1479 67 0.002075 1230 1400
158 2097 981 28 0.004550 1718 2106
159 890 1846 46 0.004100 76 496
160 2139 1806 85 0.001625 327 818
161 2421 1007 18 0.002300 751 870
162 2290 1810 60 0.000500 90 1619
163 1115 1052 17 0.002075 11 1277
164 2588 302 20 0.002750 1092 1877
165 327 265 62 0.003200 255 2021
166 241 341 52 0.000950 553 1950
167 1917 687 94 0.001400 368 1232
168 2991 792 13 0.001175 1686 3632
169 2573 599 32 0.003200 1469 2123
170 19 674 73 0.003425 309 1612
171 3911 1673 14 0.001400 1173 3209
172 872 1559 11 0.002975 1260 2127
173 2863 558 11 0.000725 674 2535
174 929 1766 95 0.003875 1724 2352
175 839 620 29 0.004775 431 1545
