TYPE: TOPSTPTW
NODES: 150
TOURS: 3
T_MAX: 4920
ID X Y PROFIT BETA windowStart windowEnd
105 3888 666 64 0.003650 226 2942
106 984 965 69 0.002525 463 3593
107 2721 1482 73 0.001175 991 3737
108 1286 525 21 0.002975 2035 3795
109 2716 1432 18 0.002300 1024 1457
110 738 1325 93 0.001175 1494 4120
111 1251 1832 33 0.001175 452 2999
112 2728 1698 26 0.001850 1012 3010
113 3815 169 34 0.001400 46 1208
114 3683 1533 96 0.004100 773 2539
115 1247 1945 52 0.003200 2319 3080
116 123 862 95 0.001625 1386 3465
117 1234 1946 40 0.000500 1362 1389
118 252 1240 62 0.003200 2375 4810
119 611 673 34 0.001400 868 3174
120 2576 1676 32 0.003200 1459 2031
121 928 1700 28 0.002300 619 3734
122 53 857 20 0.002750 950 1932
123 1807 1711 18 0.004550 2238 3197
124 274 1420 84 0.003650 929 3284
125 2574 946 20 0.000500 2158 2369
126 178 24 32 0.000950 185 745
127 2678 1825 13 0.001175 100 3212
128 1795 962 67 0.004325 1862 4194
129 3384 1498 32 0.000950 268 3322
130 3520 1079 19 0.004775 1611 3867
131 1256 61 67 0.004325 446 1413
132 1424 1728 12 0.003200 424 3178
133 3913 192 65 0.001625 1779 3455
134 3085 1528 33 0.003425 972 1056
135 2573 1969 52 0.000950 507 2586
136 463 1670 73 0.003425 1292 2061
137 3875 598 73 0.003425 1646 1974
138 298 1513 21 0.002975 428 1076
139 3479 821 80 0.000500 1321 1801
140 2542 236 88 0.004550 1126 4351
141 3955 1743 38 0.004550 1540 2517
142 1323 280 83 0.001175 1713 3515
143 3447 1830 67 0.004325 1682 3804
144 2936 337 43 0.003425 1460 3765
145 1621 1830 41 0.002975 2229 3091
146 3373 1646 79 0.004775 1343 2752
147 1393 1368 71 0.000725 2455 3009
148 3874 1318 72 0.003200 83 3223
149 938 955 13 0.003425 914 4187
150 3022 474 86 0.004100 1880 4532
